,amount,delta,Prev_Amount,day_of_week,day,hour,time
29250,100.0,4.911481481481482,100.0,1,15,14,2019-01-15 14:45:06
29251,100.0,0.9964004629629629,50.0,4,25,5,2019-01-25 05:11:36
29252,100.0,9.863425925925926,975.0,5,2,15,2019-02-02 15:55:57
29253,200.0,24.27238425925926,150.0,6,17,16,2019-03-17 16:42:39
29254,1000.0,12.132604166666667,1000.0,0,4,19,2019-02-04 19:33:49
29255,200.0,17.910729166666666,200.0,4,8,16,2019-03-08 16:08:37
29256,350.0,0.04466435185185185,100.0,1,8,13,2019-01-08 13:03:48
29257,300.0,22.454710648148147,250.0,5,2,17,2019-03-02 17:36:15
29258,100.0,4.185555555555555,50.0,1,5,16,2019-03-05 16:18:53
29259,50.0,6.925960648148148,50.0,3,24,14,2019-01-24 14:43:29
29260,100.0,3.0082060185185187,100.0,2,13,13,2019-02-13 13:37:37
29261,40.0,4.941851851851852,50.0,0,18,15,2019-03-18 15:54:17
29262,370.0,42.03449074074074,350.0,1,5,15,2019-03-05 15:37:23
29263,50.0,31.99962962962963,50.0,4,8,15,2019-03-08 15:52:36
29264,100.0,3.3265162037037035,100.0,3,31,3,2019-01-31 03:48:42
29265,50.0,13.248993055555555,20.0,4,1,16,2019-02-01 16:54:39
29266,100.0,27.071238425925927,100.0,1,5,12,2019-03-05 12:26:25
29267,50.0,3.9482291666666667,150.0,1,19,4,2019-02-19 04:27:59
29268,50.0,3.6752314814814815,50.0,1,19,5,2019-03-19 05:50:54
29269,50.0,20.571018518518517,100.0,4,1,16,2019-02-01 16:14:26
29270,150.0,0.06778935185185185,50.0,2,27,11,2019-02-27 11:50:02
29271,100.0,0.19850694444444444,100.0,0,11,18,2019-02-11 18:18:33
29272,100.0,15.919895833333333,100.0,6,17,17,2019-02-17 17:04:47
29273,50.0,9.097546296296295,100.0,3,24,18,2019-01-24 18:12:01
29274,400.0,11.396469907407408,400.0,2,16,4,2019-01-16 04:04:09
29275,500.0,30.122962962962962,700.0,4,8,10,2019-03-08 10:46:17
29276,500.0,38.220173611111115,500.0,0,4,18,2019-03-04 18:44:44
29277,50.0,16.951574074074074,50.0,5,2,14,2019-02-02 14:31:42
29278,100.0,11.396712962962964,100.0,0,4,16,2019-03-04 16:33:10
29279,100.0,0.09203703703703704,100.0,5,23,16,2019-02-23 16:28:50
29280,50.0,1.3567361111111111,100.0,4,25,15,2019-01-25 15:02:13
29281,52.0,5.96130787037037,50.0,5,2,4,2019-03-02 04:50:53
29282,100.0,0.40748842592592593,100.0,2,30,15,2019-01-30 15:34:29
29283,500.0,0.011747685185185186,100.0,3,21,14,2019-03-21 14:20:23
29284,50.0,0.015324074074074073,100.0,4,22,17,2019-02-22 17:32:10
29285,100.0,4.005451388888889,50.0,0,18,16,2019-02-18 16:32:30
29286,100.0,10.839965277777777,100.0,6,10,8,2019-02-10 08:41:51
29287,75.0,8.048796296296297,100.0,4,8,17,2019-03-08 17:54:34
29288,500.0,30.076921296296295,500.0,1,19,18,2019-03-19 18:44:51
29289,10.0,0.5423842592592593,100.0,0,7,7,2019-01-07 07:21:47
29290,100.0,12.534560185185185,100.0,1,12,16,2019-02-12 16:55:51
29291,200.0,21.985891203703705,250.0,6,24,5,2019-02-24 05:47:35
29292,50.0,10.681782407407407,100.0,4,22,8,2019-03-22 08:18:47
29293,40.0,15.568090277777777,99.0,3,28,19,2019-02-28 19:18:29
29294,14.0,2.164826388888889,20.0,4,8,11,2019-02-08 11:44:33
29295,300.0,13.005289351851852,200.0,4,8,13,2019-03-08 13:33:35
29296,500.0,22.069074074074074,800.0,3,14,19,2019-03-14 19:51:02
29297,150.0,9.07130787037037,150.0,0,4,17,2019-02-04 17:46:38
29298,50.0,0.02457175925925926,50.0,2,16,17,2019-01-16 17:58:29
29299,95.0,0.8011689814814815,95.0,4,18,9,2019-01-18 09:06:21
29300,500.0,4.250763888888889,200.0,2,6,15,2019-03-06 15:53:36
29301,50.0,26.89457175925926,60.0,4,22,16,2019-02-22 16:59:23
29302,270.0,1.0214814814814814,290.0,5,12,9,2019-01-12 09:47:28
29303,50.0,2.2953587962962962,50.0,0,11,15,2019-02-11 15:52:57
29304,100.0,1.5469791666666666,200.0,2,23,9,2019-01-23 09:26:47
29305,100.0,12.949837962962963,100.0,2,20,15,2019-03-20 15:12:11
29306,100.0,44.009050925925926,100.0,3,7,20,2019-03-07 20:17:24
29307,80.0,2.1281018518518517,50.0,0,28,15,2019-01-28 15:44:35
29308,50.0,1.391736111111111,50.0,5,26,14,2019-01-26 14:28:29
29309,150.0,26.043171296296297,300.0,6,10,12,2019-03-10 12:23:02
29310,100.0,0.11535879629629629,50.0,1,26,7,2019-03-26 07:43:46
29311,50.0,1.8281828703703704,50.0,5,16,8,2019-03-16 08:42:29
29312,180.0,13.019317129629629,100.0,1,12,18,2019-03-12 18:11:01
29313,100.0,13.987650462962963,100.0,1,19,7,2019-02-19 07:05:54
29314,60.0,24.0059375,60.0,6,10,18,2019-02-10 18:13:21
29315,3.0,4.123599537037037,50.0,2,6,15,2019-03-06 15:35:44
29316,500.0,13.893159722222222,500.0,4,1,11,2019-03-01 11:28:35
29317,4.0,0.10797453703703704,4.0,2,9,17,2019-01-09 17:18:22
29318,90.0,41.53895833333333,20.0,0,25,14,2019-02-25 14:45:22
29319,220.0,23.29371527777778,120.0,4,1,17,2019-02-01 17:39:33
29320,100.0,28.01878472222222,100.0,0,4,17,2019-02-04 17:39:53
29321,150.0,0.0038773148148148148,99.0,2,27,8,2019-02-27 08:56:16
29322,100.0,7.490451388888889,200.0,1,12,18,2019-02-12 18:41:32
29323,150.0,0.001724537037037037,100.0,3,28,19,2019-02-28 19:53:45
29324,50.0,13.962476851851852,50.0,2,27,17,2019-02-27 17:43:54
29325,100.0,10.986574074074074,100.0,2,30,19,2019-01-30 19:32:14
29326,10.0,0.3603587962962963,20.0,1,29,15,2019-01-29 15:54:02
29327,200.0,27.48790509259259,200.0,1,12,15,2019-03-12 15:58:32
29328,290.0,27.90949074074074,180.0,4,8,13,2019-02-08 13:16:46
29329,100.0,0.0016898148148148148,100.0,4,8,19,2019-02-08 19:56:40
29330,200.0,47.217395833333335,200.0,1,19,14,2019-03-19 14:26:00
29331,100.0,19.95949074074074,100.0,4,15,17,2019-03-15 17:16:11
29332,50.0,2.1202430555555556,50.0,0,4,15,2019-03-04 15:59:50
29333,200.0,30.049583333333334,200.0,4,8,16,2019-03-08 16:15:30
29334,100.0,22.088657407407407,100.0,4,22,16,2019-02-22 16:48:04
29335,200.0,16.20412037037037,175.0,6,24,11,2019-03-24 11:08:33
29336,100.0,14.003078703703704,100.0,5,9,9,2019-03-09 09:36:23
29337,200.0,10.498680555555556,250.0,4,1,16,2019-02-01 16:02:11
29338,50.0,11.73875,100.0,0,11,11,2019-03-11 11:17:34
29339,100.0,0.269224537037037,100.0,0,11,17,2019-02-11 17:42:49
29340,100.0,0.31940972222222225,300.0,6,24,19,2019-03-24 19:37:08
29341,100.0,6.091597222222222,50.0,2,6,15,2019-03-06 15:03:30
29342,100.0,8.23193287037037,100.0,0,21,16,2019-01-21 16:17:47
29343,50.0,0.00474537037037037,50.0,0,18,19,2019-02-18 19:11:57
29344,300.0,3.265150462962963,200.0,5,16,8,2019-03-16 08:38:21
29345,100.0,15.106851851851852,50.0,3,17,15,2019-01-17 15:33:59
29346,300.0,20.04056712962963,300.0,3,14,16,2019-02-14 16:02:47
29347,150.0,19.216655092592593,150.0,2,23,16,2019-01-23 16:31:45
29348,50.0,0.0029861111111111113,100.0,5,23,17,2019-03-23 17:08:40
29349,50.0,14.156354166666667,50.0,6,24,19,2019-03-24 19:15:22
29350,20.0,0.024363425925925927,250.0,2,16,18,2019-01-16 18:26:31
29351,100.0,22.126967592592592,100.0,0,11,13,2019-02-11 13:15:44
29352,250.0,32.27430555555556,600.0,6,17,15,2019-02-17 15:12:18
29353,50.0,5.466006944444445,100.0,5,2,16,2019-03-02 16:19:11
29354,100.0,20.43712962962963,100.0,0,11,17,2019-03-11 17:33:28
29355,80.0,0.024293981481481482,100.0,4,11,22,2019-01-11 22:40:38
29356,1000.0,24.866666666666667,1000.0,6,27,10,2019-01-27 10:09:28
29357,150.0,43.02122685185185,100.0,1,19,10,2019-02-19 10:37:51
29358,1000.0,17.79292824074074,1000.0,4,1,14,2019-02-01 14:05:46
29359,50.0,10.483923611111111,100.0,0,4,20,2019-02-04 20:31:52
29360,140.0,7.184212962962963,110.0,2,13,15,2019-02-13 15:16:14
29361,6.0,0.04974537037037037,50.0,1,26,17,2019-02-26 17:17:48
29362,50.0,28.994942129629628,50.0,5,16,17,2019-02-16 17:40:03
29363,100.0,11.968831018518518,100.0,0,28,5,2019-01-28 05:00:45
29364,50.0,14.915138888888889,100.0,0,25,4,2019-03-25 04:23:27
29365,250.0,13.9384375,300.0,6,17,13,2019-03-17 13:34:54
29366,100.0,16.136099537037037,200.0,5,23,6,2019-02-23 06:44:36
29367,200.0,9.94650462962963,100.0,4,15,15,2019-02-15 15:46:26
29368,100.0,1.5111689814814815,100.0,5,16,13,2019-03-16 13:54:26
29369,1000.0,13.789363425925925,1000.0,6,17,3,2019-02-17 03:37:15
29370,200.0,9.046539351851852,40.0,4,8,15,2019-03-08 15:16:26
29371,100.0,19.95652777777778,200.0,0,4,17,2019-02-04 17:30:14
29372,50.0,2.9766666666666666,50.0,2,23,6,2019-01-23 06:49:12
29373,20.0,0.042604166666666665,10.0,4,22,19,2019-02-22 19:12:27
29374,40.0,0.005763888888888889,10.0,6,17,16,2019-02-17 16:18:48
29375,100.0,5.933217592592593,100.0,0,18,16,2019-02-18 16:08:12
29376,100.0,8.016527777777778,100.0,5,9,16,2019-02-09 16:00:00
29377,500.0,39.48456018518519,500.0,3,21,17,2019-02-21 17:02:16
29378,99.0,32.743611111111115,99.0,4,1,3,2019-03-01 03:31:21
29379,270.0,10.957847222222222,270.0,3,17,9,2019-01-17 09:14:41
29380,50.0,3.036574074074074,50.0,3,31,17,2019-01-31 17:04:29
29381,99.0,5.96244212962963,99.0,2,13,18,2019-02-13 18:47:48
29382,100.0,23.708020833333332,100.0,6,17,11,2019-02-17 11:15:16
29383,50.0,7.954513888888889,100.0,6,3,15,2019-03-03 15:32:28
29384,50.0,0.3388541666666667,50.0,1,26,13,2019-02-26 13:20:52
29385,300.0,8.086215277777777,300.0,1,29,16,2019-01-29 16:09:24
29386,100.0,4.0859606481481485,50.0,1,12,16,2019-02-12 16:49:51
29387,50.0,12.824560185185184,50.0,6,17,12,2019-02-17 12:43:46
29388,50.0,0.6008912037037037,50.0,2,13,17,2019-02-13 17:26:47
29389,300.0,27.236805555555556,300.0,4,22,17,2019-03-22 17:14:10
29390,500.0,5.518402777777778,200.0,6,10,18,2019-02-10 18:08:42
29391,100.0,12.052349537037037,100.0,5,2,13,2019-03-02 13:34:20
29392,100.0,0.0016435185185185185,100.0,3,28,7,2019-02-28 07:38:01
29393,200.0,32.86877314814815,100.0,6,3,8,2019-02-03 08:44:06
29394,900.0,10.497337962962963,900.0,0,25,18,2019-03-25 18:27:57
29395,10.0,1.0231712962962962,100.0,2,20,18,2019-02-20 18:42:00
29396,300.0,26.673217592592593,350.0,5,16,7,2019-03-16 07:05:45
29397,100.0,1.0602430555555555,50.0,3,14,18,2019-02-14 18:34:13
29398,80.0,12.945532407407407,100.0,0,25,16,2019-03-25 16:09:55
29399,50.0,3.150752314814815,50.0,4,25,17,2019-01-25 17:34:33
29400,100.0,31.832326388888887,100.0,6,24,15,2019-02-24 15:35:25
29401,60.0,2.368287037037037,62.0,0,21,16,2019-01-21 16:14:06
29402,450.0,16.449050925925928,350.0,6,3,16,2019-03-03 16:26:25
29403,300.0,25.004155092592594,500.0,6,10,19,2019-03-10 19:09:28
29404,50.0,16.055439814814815,57.0,0,11,16,2019-03-11 16:49:57
29405,200.0,5.013622685185185,30.0,2,9,17,2019-01-09 17:55:58
29406,40.0,10.84630787037037,60.0,1,5,13,2019-03-05 13:17:26
29407,300.0,13.768530092592593,400.0,5,9,1,2019-03-09 01:23:18
29408,100.0,15.042662037037037,100.0,2,23,16,2019-01-23 16:19:40
29409,50.0,1.5217129629629629,50.0,6,27,19,2019-01-27 19:28:54
29410,50.0,5.48025462962963,72.0,3,24,6,2019-01-24 06:50:18
29411,300.0,17.050729166666667,200.0,0,18,10,2019-02-18 10:43:03
29412,50.0,10.002523148148148,50.0,6,17,12,2019-02-17 12:43:03
29413,500.0,16.082395833333333,1000.0,3,14,15,2019-03-14 15:35:46
29414,14.0,3.821342592592593,40.0,1,26,6,2019-02-26 06:35:29
29415,50.0,0.9203587962962962,50.0,5,23,11,2019-02-23 11:30:32
29416,100.0,18.58101851851852,100.0,4,22,5,2019-03-22 05:14:32
29417,1000.0,7.956828703703704,1000.0,2,30,5,2019-01-30 05:24:58
29418,100.0,1.257662037037037,100.0,2,13,15,2019-03-13 15:57:01
29419,50.0,9.821076388888889,100.0,5,2,12,2019-02-02 12:25:15
29420,1.0,0.020335648148148148,2.0,1,15,21,2019-01-15 21:42:37
29421,100.0,2.9231944444444444,100.0,3,14,15,2019-03-14 15:52:15
29422,15.0,2.0191550925925927,10.0,5,26,3,2019-01-26 03:29:43
29423,300.0,35.451342592592596,500.0,6,10,16,2019-03-10 16:54:01
29424,100.0,3.063784722222222,100.0,2,20,18,2019-03-20 18:21:52
29425,100.0,8.744247685185185,100.0,5,23,9,2019-02-23 09:23:15
29426,40.0,5.2509953703703705,500.0,3,24,17,2019-01-24 17:06:14
29427,1000.0,11.925405092592593,270.0,3,28,7,2019-02-28 07:06:56
29428,50.0,2.239710648148148,50.0,0,18,21,2019-02-18 21:52:22
29429,50.0,9.031840277777778,50.0,2,16,17,2019-01-16 17:50:39
29430,100.0,0.35291666666666666,10.0,1,12,16,2019-02-12 16:05:24
29431,50.0,29.3746875,50.0,3,28,3,2019-02-28 03:06:33
29432,150.0,21.71207175925926,100.0,4,22,9,2019-02-22 09:38:59
29433,180.0,5.940520833333333,300.0,1,5,5,2019-03-05 05:52:05
29434,400.0,8.442638888888888,150.0,5,2,15,2019-02-02 15:38:45
29435,200.0,0.008043981481481482,200.0,5,26,18,2019-01-26 18:40:23
29436,50.0,6.137233796296297,100.0,2,20,17,2019-03-20 17:41:04
29437,500.0,24.20863425925926,500.0,2,6,5,2019-02-06 05:17:29
29438,100.0,0.16050925925925927,30.0,4,22,14,2019-03-22 14:28:28
29439,70.0,5.564664351851852,50.0,4,22,5,2019-03-22 05:09:03
29440,200.0,15.06480324074074,300.0,3,7,16,2019-02-07 16:28:15
29441,120.0,12.986550925925926,200.0,6,10,15,2019-02-10 15:44:23
29442,200.0,21.01101851851852,100.0,6,27,15,2019-01-27 15:09:35
29443,100.0,29.397511574074073,100.0,2,13,18,2019-02-13 18:13:45
29444,100.0,6.993229166666667,100.0,4,8,15,2019-02-08 15:49:26
29445,30.0,1.3597685185185184,50.0,4,25,20,2019-01-25 20:54:57
29446,100.0,24.338819444444443,100.0,2,13,13,2019-03-13 13:30:59
29447,200.0,18.156990740740742,500.0,2,27,9,2019-02-27 09:53:31
29448,50.0,1.4268865740740742,50.0,0,4,15,2019-03-04 15:11:34
29449,100.0,2.1843518518518517,27.0,4,8,17,2019-02-08 17:11:08
29450,120.0,4.971435185185185,50.0,0,11,16,2019-02-11 16:43:57
29451,100.0,28.501967592592592,100.0,2,27,16,2019-02-27 16:16:59
29452,50.0,15.086006944444444,200.0,6,3,7,2019-03-03 07:37:15
29453,300.0,28.041516203703704,300.0,1,12,6,2019-03-12 06:48:51
29454,200.0,13.933564814814815,200.0,4,8,19,2019-02-08 19:29:28
29455,380.0,18.25482638888889,450.0,4,15,15,2019-02-15 15:03:08
29456,6.0,1.7032523148148149,10.0,5,23,10,2019-02-23 10:21:59
29457,150.0,30.038101851851852,200.0,2,20,19,2019-02-20 19:54:24
29458,70.0,1.0340046296296297,20.0,2,13,16,2019-03-13 16:48:19
29459,50.0,2.8852777777777776,50.0,6,24,15,2019-02-24 15:34:29
29460,200.0,0.004212962962962963,200.0,6,3,9,2019-03-03 09:19:47
29461,120.0,9.162152777777777,100.0,3,21,12,2019-02-21 12:17:12
29462,50.0,9.319085648148148,200.0,2,27,3,2019-02-27 03:10:15
29463,100.0,0.3073148148148148,600.0,3,31,10,2019-01-31 10:02:18
29464,500.0,42.92149305555556,300.0,3,14,8,2019-02-14 08:57:46
29465,50.0,3.331099537037037,50.0,5,9,16,2019-03-09 16:03:53
29466,100.0,13.47167824074074,100.0,5,26,18,2019-01-26 18:57:54
29467,500.0,11.565497685185186,600.0,6,27,8,2019-01-27 08:41:43
29468,100.0,16.09695601851852,130.0,4,25,18,2019-01-25 18:36:35
29469,100.0,0.0028472222222222223,100.0,6,10,11,2019-02-10 11:20:01
29470,20.0,0.13761574074074073,200.0,4,22,7,2019-03-22 07:09:17
29471,100.0,3.0010416666666666,120.0,2,20,17,2019-03-20 17:47:52
29472,100.0,0.9174305555555555,100.0,3,24,15,2019-01-24 15:44:10
29473,470.0,29.477523148148148,450.0,5,2,17,2019-03-02 17:08:34
29474,100.0,29.888344907407408,50.0,4,22,16,2019-02-22 16:42:50
29475,125.0,19.95289351851852,120.0,6,3,12,2019-03-03 12:30:05
29476,30.0,29.031701388888887,30.0,4,22,15,2019-02-22 15:23:12
29477,60.0,4.380243055555556,50.0,4,1,17,2019-02-01 17:04:28
29478,100.0,1.0553587962962963,100.0,5,23,9,2019-02-23 09:09:36
29479,30.0,22.236793981481483,20.0,4,1,15,2019-02-01 15:19:56
29480,100.0,27.785474537037036,100.0,6,17,8,2019-03-17 08:48:28
29481,70.0,24.82146990740741,350.0,4,1,4,2019-02-01 04:57:36
29482,300.0,9.95329861111111,300.0,6,10,16,2019-03-10 16:11:52
29483,100.0,3.9213541666666667,100.0,0,4,4,2019-03-04 04:15:13
29484,50.0,0.04079861111111111,20.0,4,22,16,2019-02-22 16:45:01
29485,1500.0,0.41685185185185186,100.0,1,29,23,2019-01-29 23:30:11
29486,100.0,14.851203703703703,225.0,3,24,13,2019-01-24 13:11:15
29487,180.0,14.022546296296296,60.0,0,11,18,2019-02-11 18:24:55
29488,20.0,11.313784722222222,50.0,4,15,16,2019-03-15 16:43:51
29489,500.0,3.9747800925925927,300.0,0,4,3,2019-03-04 03:31:19
29490,50.0,4.997210648148148,100.0,4,1,16,2019-02-01 16:05:29
29491,10.0,0.0016550925925925926,95.0,2,13,16,2019-02-13 16:38:11
29492,200.0,9.612962962962962,500.0,3,24,8,2019-01-24 08:15:32
29493,100.0,14.056215277777778,300.0,3,7,15,2019-02-07 15:33:37
29494,200.0,19.637997685185184,200.0,5,9,5,2019-02-09 05:51:21
29495,50.0,9.267013888888888,100.0,3,21,12,2019-02-21 12:01:16
29496,1000.0,8.515150462962962,500.0,0,11,20,2019-02-11 20:01:56
29497,18.0,0.6595949074074074,100.0,0,4,4,2019-03-04 04:12:39
29498,100.0,20.147349537037037,100.0,0,18,5,2019-02-18 05:14:08
29499,200.0,13.839525462962962,300.0,2,13,9,2019-02-13 09:10:51
29500,500.0,23.411145833333332,150.0,6,17,17,2019-03-17 17:25:23
29501,50.0,8.668356481481482,26.0,5,9,10,2019-03-09 10:05:19
29502,10.0,0.10167824074074074,1.0,6,10,19,2019-02-10 19:39:02
29503,200.0,26.42972222222222,200.0,0,11,5,2019-02-11 05:00:51
29504,100.0,5.85488425925926,50.0,6,13,12,2019-01-13 12:30:06
29505,200.0,6.408090277777778,400.0,4,1,16,2019-03-01 16:30:09
29506,200.0,33.37336805555555,10.0,1,26,2,2019-03-26 02:57:45
29507,100.0,2.9001967592592592,100.0,0,11,14,2019-03-11 14:54:38
29508,50.0,9.289189814814815,100.0,2,6,18,2019-02-06 18:57:49
29509,10.0,10.052534722222223,10.0,3,24,18,2019-01-24 18:22:52
29510,450.0,3.5108564814814813,500.0,1,12,16,2019-02-12 16:21:11
29511,200.0,3.882013888888889,200.0,1,22,2,2019-01-22 02:00:59
29512,100.0,0.8717013888888889,1.0,6,17,12,2019-03-17 12:13:21
29513,100.0,23.366875,300.0,3,21,1,2019-02-21 01:37:54
29514,100.0,10.962511574074075,100.0,5,16,15,2019-03-16 15:25:46
29515,500.0,10.910578703703704,150.0,3,7,6,2019-02-07 06:16:53
29516,100.0,54.83903935185185,100.0,0,4,15,2019-03-04 15:43:36
29517,250.0,19.975416666666668,50.0,2,13,16,2019-03-13 16:33:01
29518,20.0,60.74349537037037,20.0,1,26,11,2019-03-26 11:20:50
29519,100.0,0.007627314814814815,300.0,3,3,9,2019-01-03 09:50:10
29520,300.0,25.245925925925928,200.0,0,4,15,2019-03-04 15:18:51
29521,100.0,42.93326388888889,50.0,4,15,14,2019-03-15 14:17:23
29522,100.0,0.0008217592592592593,100.0,4,1,20,2019-03-01 20:32:38
29523,15.0,27.43550925925926,120.0,6,10,23,2019-02-10 23:27:34
29524,100.0,13.971516203703704,100.0,1,22,16,2019-01-22 16:00:16
29525,50.0,11.986863425925925,50.0,4,22,19,2019-03-22 19:04:59
29526,100.0,2.9261805555555553,50.0,6,3,14,2019-03-03 14:10:24
29527,1000.0,12.05292824074074,500.0,1,29,10,2019-01-29 10:09:29
29528,50.0,13.590057870370371,50.0,0,25,8,2019-02-25 08:09:59
29529,100.0,14.866516203703704,50.0,1,5,4,2019-03-05 04:00:50
29530,50.0,0.004618055555555556,100.0,1,26,7,2019-03-26 07:39:29
29531,150.0,0.6214583333333333,300.0,5,2,6,2019-03-02 06:36:12
29532,100.0,6.052210648148148,100.0,3,7,20,2019-02-07 20:10:33
29533,500.0,15.089756944444444,500.0,1,26,18,2019-02-26 18:40:25
29534,50.0,39.56630787037037,50.0,2,13,15,2019-03-13 15:54:00
29535,30.0,1.8105092592592593,2.0,5,2,14,2019-02-02 14:58:31
29536,500.0,21.978530092592592,300.0,1,12,18,2019-02-12 18:27:55
29537,50.0,6.6521180555555555,100.0,5,23,12,2019-02-23 12:03:24
29538,50.0,4.963090277777778,50.0,3,24,8,2019-01-24 08:25:35
29539,100.0,42.83614583333333,80.0,4,8,13,2019-03-08 13:00:55
29540,100.0,0.008553240740740741,100.0,0,18,10,2019-02-18 10:23:22
29541,250.0,18.731805555555557,300.0,5,26,11,2019-01-26 11:19:13
29542,1200.0,12.27400462962963,600.0,6,17,16,2019-03-17 16:14:53
29543,100.0,0.0028356481481481483,100.0,0,4,4,2019-02-04 04:23:12
29544,100.0,10.156180555555556,53.0,2,30,11,2019-01-30 11:53:02
29545,300.0,22.39841435185185,500.0,6,24,16,2019-03-24 16:00:00
29546,170.0,1.6874074074074075,140.0,1,22,8,2019-01-22 08:29:04
29547,500.0,13.646956018518518,500.0,3,28,7,2019-02-28 07:15:34
29548,28.0,15.990231481481482,100.0,6,17,16,2019-02-17 16:33:02
29549,200.0,17.024907407407408,200.0,5,26,15,2019-01-26 15:59:33
29550,100.0,2.894722222222222,30.0,0,21,15,2019-01-21 15:28:07
29551,200.0,36.16988425925926,100.0,4,15,20,2019-03-15 20:51:55
29552,420.0,28.85587962962963,500.0,5,9,13,2019-03-09 13:42:49
29553,50.0,22.125833333333333,100.0,4,8,14,2019-02-08 14:07:17
29554,50.0,10.322280092592592,50.0,0,18,13,2019-02-18 13:25:13
29555,500.0,39.51572916666667,200.0,6,24,18,2019-02-24 18:33:05
29556,200.0,7.951793981481481,500.0,0,4,2,2019-02-04 02:11:41
29557,500.0,26.77284722222222,500.0,6,3,13,2019-02-03 13:25:29
29558,100.0,10.925173611111111,100.0,0,25,11,2019-03-25 11:54:25
29559,600.0,23.580902777777776,500.0,2,6,8,2019-02-06 08:22:36
29560,100.0,15.289189814814815,100.0,1,5,23,2019-02-05 23:13:07
29561,200.0,16.136666666666667,200.0,6,27,13,2019-01-27 13:55:13
29562,500.0,0.23681712962962964,1000.0,2,13,19,2019-02-13 19:17:12
29563,500.0,59.448495370370374,500.0,4,8,6,2019-03-08 06:44:56
29564,70.0,13.30181712962963,150.0,3,17,15,2019-01-17 15:18:20
29565,300.0,0.04009259259259259,100.0,5,19,15,2019-01-19 15:23:54
29566,20.0,0.11469907407407408,50.0,4,1,9,2019-02-01 09:55:51
29567,100.0,9.948101851851852,100.0,2,30,16,2019-01-30 16:07:53
29568,170.0,31.119733796296295,200.0,4,1,6,2019-02-01 06:57:49
29569,200.0,16.12465277777778,200.0,4,1,15,2019-02-01 15:19:04
29570,3.0,0.01625,100.0,0,21,14,2019-01-21 14:15:18
29571,100.0,3.631921296296296,100.0,6,27,5,2019-01-27 05:48:06
29572,500.0,13.458819444444444,500.0,2,30,4,2019-01-30 04:08:28
29573,100.0,32.330555555555556,100.0,1,26,4,2019-03-26 04:16:02
29574,100.0,2.507951388888889,100.0,1,5,19,2019-03-05 19:11:54
29575,150.0,4.0229282407407405,200.0,4,18,16,2019-01-18 16:25:45
29576,20.0,18.46534722222222,10.0,4,25,17,2019-01-25 17:22:55
29577,100.0,0.37408564814814815,50.0,4,18,14,2019-01-18 14:48:21
29578,90.0,30.847986111111112,100.0,1,19,16,2019-03-19 16:05:40
29579,300.0,44.294270833333336,50.0,5,9,19,2019-03-09 19:21:09
29580,100.0,8.34587962962963,100.0,5,23,10,2019-03-23 10:15:36
29581,50.0,11.05681712962963,100.0,3,31,15,2019-01-31 15:28:44
29582,50.0,0.3461226851851852,50.0,5,19,19,2019-01-19 19:52:27
29583,50.0,1.8489930555555556,20.0,5,16,15,2019-03-16 15:41:17
29584,20.0,0.611875,10.0,3,7,8,2019-02-07 08:42:07
29585,25.0,17.631412037037038,5.0,5,16,5,2019-03-16 05:00:29
29586,100.0,19.961388888888887,200.0,5,23,11,2019-03-23 11:44:07
29587,80.0,12.240046296296295,50.0,6,3,15,2019-03-03 15:39:34
29588,200.0,26.057916666666667,250.0,0,28,14,2019-01-28 14:21:04
29589,100.0,5.3014120370370375,180.0,6,17,13,2019-02-17 13:57:14
29590,100.0,14.011759259259259,100.0,3,7,16,2019-02-07 16:45:16
29591,50.0,3.837349537037037,50.0,6,3,14,2019-03-03 14:46:51
29592,100.0,6.032268518518518,100.0,2,6,16,2019-02-06 16:30:19
29593,100.0,1.9791435185185184,100.0,3,7,18,2019-03-07 18:41:52
29594,50.0,12.115277777777777,50.0,5,16,16,2019-03-16 16:44:53
29595,55.0,3.9472916666666666,50.0,4,15,13,2019-02-15 13:30:49
29596,100.0,18.050752314814815,35.0,6,20,17,2019-01-20 17:57:57
29597,800.0,36.885358796296295,600.0,6,10,22,2019-03-10 22:59:39
29598,100.0,9.104861111111111,100.0,5,23,12,2019-02-23 12:47:03
29599,1650.0,11.959907407407407,1000.0,1,5,13,2019-03-05 13:38:49
29600,100.0,8.14425925925926,80.0,1,29,17,2019-01-29 17:37:05
29601,100.0,12.046608796296296,100.0,2,20,15,2019-02-20 15:21:42
29602,10.0,6.116585648148148,100.0,0,14,8,2019-01-14 08:49:17
29603,50.0,0.010034722222222223,100.0,6,3,7,2019-02-03 07:23:09
29604,20.0,44.65738425925926,100.0,5,23,5,2019-02-23 05:59:35
29605,200.0,35.93503472222222,200.0,6,24,17,2019-02-24 17:48:08
29606,100.0,0.00730324074074074,100.0,4,15,14,2019-02-15 14:17:03
29607,90.0,12.306261574074075,100.0,3,7,18,2019-02-07 18:51:27
29608,100.0,5.98212962962963,20.0,1,12,16,2019-02-12 16:38:41
29609,20.0,2.6922337962962963,20.0,0,11,10,2019-02-11 10:07:22
29610,100.0,0.020833333333333332,100.0,4,15,18,2019-02-15 18:20:15
29611,50.0,19.079421296296296,180.0,4,25,11,2019-01-25 11:55:20
29612,500.0,0.0804050925925926,500.0,4,11,6,2019-01-11 06:35:54
29613,100.0,14.08710648148148,100.0,0,11,20,2019-03-11 20:03:40
